x1,x2,class,DT_d2,DT_d3,DT_d4,DT_d5
93.60558125398698,125.92440945290414,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
67.22916246355211,334.9736233771659,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
0.7906995533942887,67.65306808717037,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
43.39988277165599,263.0908797196519,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
14.819459018812552,264.10068386437297,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
142.6885052655177,253.64434305348016,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
129.1458687679652,366.636290819949,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
178.84223561055822,300.9085076167185,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
120.46920289185579,28.908549908753955,Normal,Severely obese,Severely obese,Severely obese,Severely obese
189.189738153091,191.91872522593724,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
170.37246901671972,285.5727516717138,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
128.8102607459746,102.7657940984764,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
139.6932554128849,52.75165127933842,Obese,Severely obese,Severely obese,Severely obese,Severely obese
126.93099855871964,326.7420704127488,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
69.81851699581625,396.14797070720255,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
153.3413262458064,140.3031962417001,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
71.92082668650156,370.46687520668803,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
202.2483331784637,361.1624342482803,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
130.97398196282435,425.41904152695327,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
7.203742907397405,155.97235917799424,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
40.17416567167016,102.00462600458107,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
160.73293015537482,129.3351350959122,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
124.5350276047995,476.7390711812348,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
41.8409803572272,171.60675170024192,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
148.9206164359039,491.13334736791785,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
93.82022067136285,180.77103581922447,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
35.327422721514836,355.2903058006952,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
145.4687906711697,463.8130882235551,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
82.75261218801657,101.27722095352682,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
170.28358730482705,452.1627491496895,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
139.81596081584726,487.1635227875801,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
108.44204181964471,56.72739676311491,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
147.8895184229142,445.5076080034885,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
147.15562175686986,234.90600904477608,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
167.54343295743814,261.94776670549646,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
182.28006824407305,339.27470905363936,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
138.32736541919996,256.31299417476987,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
2.171601811711822,41.06098091580169,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
75.27151854613919,190.27327671588753,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
199.6398969339304,349.4475130136805,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
142.5051021994624,122.11840004258607,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
182.57866239449703,225.71456289015333,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
30.480014926909682,358.1149762129918,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
169.76471616601353,298.62032213786813,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
109.77656754924699,139.38286436538337,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
15.352003927183514,412.8187979850382,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
107.77480996988025,225.35241652224488,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
47.72362192301627,178.63549220069234,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
37.94405329366046,425.06811493917115,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
60.706726941183874,154.17155603651236,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
217.16890660324643,265.3201665976032,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
12.922574018851897,413.40156862166424,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
160.1371192700906,271.0393377807167,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
72.85449348263116,395.4987823147817,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
131.44436467004644,293.67577095461115,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
14.346617424524798,62.83979134752465,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
232.68885219107688,303.78310031298514,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
14.748486306610307,3.394817697245111,Severely obese,Severely obese,Underweight,Underweight,Severely obese
89.39641467116483,215.0824364533669,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
184.66676801597097,455.8039608182629,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
94.91957283223375,181.7897540308824,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
148.41107739891928,458.76469905705466,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
218.98868037669337,67.33065412195862,Underweight,Underweight,Normal,Normal,Underweight
178.73809559993964,247.2112845325804,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
205.58619731789452,302.7316035651146,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
104.43457139702116,303.10402339480885,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
49.122959590377484,39.650132117772756,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
203.15452030329183,152.98889704550245,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
160.09449442989973,231.53366756807964,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
164.29571428143396,32.80944428345893,Underweight,Underweight,Underweight,Underweight,Underweight
133.1313546870052,453.2540651955343,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
41.49573935835854,178.86401428758938,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
176.39278111181707,404.2151776078673,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
113.39935968865977,418.9293788108625,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
212.66956113069787,402.9783920563735,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
136.4729115990942,118.78653655032846,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
204.01573628701286,328.2861061545036,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
177.1633993636415,97.4233442257942,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
148.41683799947975,100.66919164575768,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
72.30952280678608,243.03236706891144,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
42.13718015180108,480.2129331363436,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
122.52920653281959,215.72169700852876,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
79.5224782822531,331.6220084073857,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
152.47512259445668,37.76502222190853,Underweight,Underweight,Underweight,Underweight,Underweight
100.97202268682166,369.81306751114863,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
37.147815631676465,333.7156233082029,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
141.05305095270285,58.9409454767288,Obese,Severely obese,Severely obese,Severely obese,Severely obese
24.063596437416685,90.74613815853608,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
183.31760233962694,247.3059104703641,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
11.992038647508576,160.65424329113978,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
15.206751640762832,136.38179554538237,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
186.3057442901278,242.35143035660178,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
104.9518877655014,153.55550034280492,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
82.28404099409347,288.80010282473955,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
-3.894152382737202,381.07616747817053,Error,Error,Error,Error,Error
83.57699661479353,308.00006084852504,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
25.92047210889171,407.2575538710318,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
201.18760473582893,74.89975816921596,Normal,Underweight,Normal,Normal,Normal
138.18215185446397,114.7863327922673,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
34.41341274619262,49.28057484787417,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
124.14700658927589,15.88523050216196,Underweight,Severely obese,Underweight,Underweight,Underweight
37.342457613955474,390.7662017825589,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
155.54208960926368,255.8202096678088,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
175.73944942934847,429.78099793587876,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
-3.6982353322335904,28.708310088469943,Error,Severely obese,Severely obese,Error,Error
101.94171313200468,18.72918862825648,Underweight,Severely obese,Underweight,Underweight,Underweight
150.74648594673283,317.67409922535217,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
159.38957822783382,292.37783835387137,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
143.58840968630165,74.47615738302358,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
120.09955467734284,135.1807833637962,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
83.7556170844718,13.677918076205664,Normal,Severely obese,Underweight,Underweight,Severely obese
0.4810649346644489,315.3115754188248,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
96.13518927221516,-1.9477513507238449,Error,Severely obese,Underweight,Error,Error
189.5103909865542,39.471964650956664,Underweight,Underweight,Underweight,Underweight,Underweight
161.373018722091,100.07675567817303,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
213.8514482755064,454.9213400249929,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
13.177201043106862,435.70756924284404,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
34.1553470765125,2.4910601664738223,Normal,Severely obese,Underweight,Underweight,Severely obese
111.71184595243167,350.9671627525875,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
156.69011389285927,284.7506750183906,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
78.98667024450639,452.10779533861603,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
229.60664788336953,299.6371415043429,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
218.48179091675806,422.42141430866053,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
147.848652869168,25.398778967607974,Underweight,Severely obese,Severely obese,Severely obese,Severely obese
77.36607269090354,292.45366709793313,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
177.35058250321094,474.6255768650455,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
6.905130337312151,267.70299923268686,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
135.37658331757805,370.406689030294,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
74.7336562174086,390.3344771392357,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
144.5847308296033,67.52260438783377,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
153.92679409211684,496.0473461930457,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
154.5226977865564,96.03229564355442,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
59.401264375891145,356.3608692869618,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
3.5491505487836825,155.2708253932029,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
30.140466458417677,471.7785568304322,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
40.278615328751904,437.4341927030209,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
195.88830281122617,243.82790669821418,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
108.37439776846962,203.22339226793466,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
196.6260295206321,219.68008229777018,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
168.98118775077953,449.7900698890917,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
210.0673666753018,75.05333997570659,Underweight,Underweight,Normal,Normal,Underweight
36.63340868386401,17.43392534291685,Severely obese,Severely obese,Underweight,Underweight,Severely obese
80.15518518564424,21.62714561622684,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
132.77605283180165,217.39383983133362,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
133.57637195514081,6.185953934654652,Underweight,Severely obese,Underweight,Underweight,Underweight
217.1803287090083,16.04554538534344,Underweight,Underweight,Underweight,Underweight,Underweight
175.05004896916657,306.8240010990192,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
215.64761792114703,8.966677436392853,Underweight,Underweight,Underweight,Underweight,Underweight
232.4137859789034,353.8601033529502,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
85.98444497479687,-7.980679862877964,Error,Severely obese,Underweight,Error,Error
210.99693992814736,118.1210431646075,Obese,Severely obese,Severely obese,Obese,Obese
157.74325479486845,305.44881487674957,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
1.499271086768175,480.4892910220539,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
217.7878492314709,344.5773983267946,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
25.488698028943986,138.27533739223682,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
124.25944851183726,482.17012547592486,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
201.00528834042555,497.37054171195774,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
88.64777549994707,235.38423898222422,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
77.48522182705598,356.496165773203,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
215.84461107707472,337.59629022584545,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
155.75846057465995,258.78859454940834,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
54.591269067593686,202.39428846887765,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
67.77160240864065,441.4957090729425,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
18.90057542202997,166.33547361968687,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
43.30750931330366,308.5330305573429,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
21.90404436057723,438.0893663948532,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
150.911821005693,384.49860300242494,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
54.61659599659093,334.72018377051495,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
116.23217649458351,296.9397384520456,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
76.63592931857352,461.5729815223228,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
131.7785653608447,23.299863077083003,Underweight,Severely obese,Severely obese,Severely obese,Severely obese
143.95162502389695,323.9652822773773,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
75.49392080724907,468.9474974859695,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
194.37807118174078,130.52743555769132,Severely obese,Severely obese,Severely obese,Obese,Obese
73.42896593687591,457.8015590712713,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
151.64958892767123,223.04575264157245,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
99.09622439350247,488.475964240686,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
80.63748598004703,445.8187591758126,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
35.405767736079,211.71236161471924,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
151.97888959888004,241.88776038217352,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
70.89053901485511,364.62516947191517,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
119.7320023290026,370.1922236448083,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
-8.227333272415986,362.5752501965575,Error,Error,Error,Error,Error
119.25496936909047,211.38258359666577,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
116.96714869365849,157.85059400302393,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
90.05205158016436,419.41620324546415,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
78.44107195235512,473.00073318600084,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
224.60748020917157,237.18767878322856,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
138.94992798745434,181.67395176897074,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
218.69145944789688,399.6635240292521,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
114.05948381199474,310.05002873683975,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
38.77136442847608,95.92469358082356,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
85.99879604829275,361.31184424476766,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
147.7534007819873,468.4009850063308,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
25.931044246709924,427.85877776151494,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
154.33958494550293,9.906221728901759,Underweight,Underweight,Underweight,Underweight,Underweight
52.85960905145111,284.3841783837156,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
92.75602138887608,326.5645378002415,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
118.58075364283508,461.69372656243104,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
134.21805573588532,401.04459066411897,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
104.17919166333245,193.84777103752913,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
166.29699863209612,11.63930389841682,Underweight,Underweight,Underweight,Underweight,Underweight
82.91606458737378,75.73276872321817,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
217.69424511642757,282.4080469525048,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
207.1946695229428,21.945162725994493,Underweight,Underweight,Underweight,Underweight,Underweight
196.48431628889503,337.0545030333549,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
121.46388623389282,209.07804963767325,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
126.24539253389665,142.53642305929577,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
42.04199391550715,460.9011158983018,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
44.80441188554999,127.8190917210928,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
185.71709268948268,325.16071457369736,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
227.99297536150175,63.4089217347381,Underweight,Underweight,Underweight,Underweight,Underweight
4.577005884176334,85.21769486829554,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
153.02325004214805,110.3121494854379,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
20.867662787642335,64.03399102089834,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
113.07683483696738,198.92216074102066,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
119.88268733671822,445.7245373310079,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
145.8997748022703,67.61024264770856,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
56.436024172506634,68.42474766355232,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
67.29687278391383,186.07181745380734,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
7.593439891916795,-6.112708752395495,Error,Severely obese,Underweight,Error,Error
59.15007655026396,466.11870623896164,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
3.8495911263001314,29.27434912867514,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
30.552142194071934,282.4872101628538,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
184.54989152088402,170.42559536584028,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
221.32946222586003,233.03746314582412,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
45.10888308185091,312.30859999086863,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
66.5229623955483,219.32669029142787,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
198.76574479679581,16.156247935643968,Underweight,Underweight,Underweight,Underweight,Underweight
93.51210844111206,208.79684112435552,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
203.49083620841006,76.94447366575591,Normal,Underweight,Normal,Normal,Normal
68.0842639199179,378.88771153663845,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
102.68964344081229,415.48346983809625,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
30.378579483858218,231.84599847487297,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
217.69407079282843,387.52246056585125,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
200.5761306523629,253.05270551599477,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
220.7902038296164,449.0827570536898,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
7.420770370695038,80.31153135099864,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
230.88434487860627,296.7004489745348,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
133.75455622952444,180.655631822999,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
187.00998071154186,326.7056547400863,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
140.74536566486756,-6.062254395861687,Error,Severely obese,Underweight,Error,Error
90.46283452991187,77.60471623823993,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
202.18787557921053,450.58536782757653,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
176.16731750867126,478.77323300420727,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
159.42364360886856,409.4483270390101,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
196.30171126482367,61.96958324147539,Underweight,Underweight,Underweight,Underweight,Underweight
124.52227940553433,331.962807144819,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
51.00609861024328,36.91657289671687,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
54.56992694714042,274.44767419988835,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
161.6606506451025,365.1535661857788,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
220.03179862758543,497.329377741808,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
160.80684068111182,263.9352030733565,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
214.9982735288176,263.1910840077524,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
210.23700342346254,443.0153851044578,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
83.66416791294797,466.85670123154915,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
15.839287475298171,386.95335806843667,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
120.88318280930329,101.6195131022936,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
154.70127421578826,310.5366646001413,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
207.71253400594662,82.67146800253903,Normal,Underweight,Normal,Normal,Normal
87.7830455511835,134.6686739451084,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
217.82388378774337,103.67562888942588,Normal,Severely obese,Severely obese,Obese,Normal
202.32778503562315,10.889610336693334,Underweight,Underweight,Underweight,Underweight,Underweight
159.38915569936282,317.34291429333723,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
123.64440181734045,43.411421306503506,Obese,Severely obese,Severely obese,Severely obese,Severely obese
104.22214811331378,369.3745725877587,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
90.33530790747025,378.40257103699776,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
175.95377715721253,152.27181365492578,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
228.38443905636643,31.581597843233922,Underweight,Underweight,Underweight,Underweight,Underweight
146.9206023405901,347.27208693974535,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
119.21366581192359,353.015614685458,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
46.16081763391938,109.15537834882826,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
99.47541745847053,42.20797526171885,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
156.3095509527849,161.90564079185097,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
112.01819914948926,302.6056069086914,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
97.69011536274319,12.899900892475337,Underweight,Severely obese,Underweight,Underweight,Underweight
113.97157501016471,121.71841901238386,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
196.58674014271213,206.51183141694628,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
67.42976847676327,320.9625685580964,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
153.08045615310954,30.943797118229895,Underweight,Underweight,Underweight,Underweight,Underweight
171.6862268948603,21.879031377134112,Underweight,Underweight,Underweight,Underweight,Underweight
104.13868846304057,139.26486001307944,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
107.59947859216724,340.1260019988032,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
97.30607767219331,165.78346872458826,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
46.38962242968658,394.84289195629026,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
31.248872770866072,65.61192273989215,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
7.318548729289557,191.1546213348353,Severely obese,Severely obese,Severely obese,Severely obese,Severely obese
