x1,x2,class,DT_d2,DT_d3,DT_d4,DT_d5
-4.063395692026406,14.330734627953568,0,0,0,0,0
10.38800963728687,-15.32843128162443,0,1,1,1,1
14.183661872885395,-5.36212455240328,0,1,1,1,1
-4.579974348021656,3.131346858827829,1,1,1,1,1
-7.916049475272526,6.07063684724865,1,1,1,1,1
-3.405753643315631,-7.262209383831628,1,1,1,1,1
-14.88062698642906,9.924811396259475,0,1,1,1,1
-2.114096016491974,14.366960119842254,0,0,0,0,0
10.987650368707243,18.07311791353905,0,0,0,0,0
-7.0236096147992235,-9.511378307928858,1,1,1,1,1
18.31207167980471,19.13093943460909,0,0,0,0,0
0.4439491805168352,7.986971389615732,1,1,1,1,1
16.735053523615946,-10.081732003256647,0,0,0,0,0
-2.9640006473726004,-14.045133025621857,1,1,1,1,1
17.56765747647046,-13.04952943458838,0,0,0,0,0
-13.62706861956525,3.565546143772469,1,1,1,1,1
-17.643675698156294,-18.672697218185228,0,1,0,0,0
-0.44807967505316526,19.78777197131562,0,0,0,0,0
-11.131093147027048,-3.618497741146985,0,1,1,1,1
-14.97275624095559,-8.141902637893148,1,1,1,1,1
-10.43944345451585,18.993550306362444,0,0,0,0,0
-17.726845373965713,6.040045876105992,0,1,0,0,0
8.611222983869862,1.7842683374563428,1,1,1,1,1
17.324634367599884,10.493568501815417,0,0,0,0,0
6.876383378826407,5.477119373819942,1,1,1,1,1
19.06150444361029,14.932068857356036,0,0,0,0,0
-4.487389174705413,16.112372140709674,0,0,0,0,0
-18.774389705001116,3.639820777404992,0,1,0,0,0
2.091246763087348,15.700403281221227,0,0,0,0,0
-18.015207506578157,16.43615694238199,0,0,0,0,0
19.319766394687477,3.170139097579863,0,0,0,0,0
4.526130632802566,-10.069466251998854,1,1,1,1,1
-3.3991905714945574,-5.09780509921281,1,1,1,1,1
-9.79184876304464,-15.48458420137981,1,1,1,1,1
13.70372636444008,-8.273919354878227,1,1,1,1,1
2.4205781769517145,-11.398982752438522,1,1,1,1,1
17.434974628021813,2.2259558412490996,0,0,0,0,0
0.6346494368019648,15.651782965577247,0,0,0,0,0
-7.8960586888244055,15.419081199405909,0,0,0,0,0
4.290885280635848,1.9453705046717538,1,1,1,1,1
-7.776362374432733,-6.4474930750281665,1,1,1,1,1
3.534302948816425,-10.105441214169133,1,1,1,1,1
-18.390577534249157,-13.952328970129692,0,1,0,0,0
4.8560691439135155,-11.337579948819346,1,1,1,1,1
7.823149791207786,-18.521002350864126,0,1,1,0,0
-10.319968329705782,18.117437245011452,0,0,0,0,0
2.9758012203782087,5.3604290379388395,1,1,1,1,1
1.9320600972153912,19.479927091127216,0,0,0,0,0
-8.885191098954666,3.830375325890092,1,1,1,1,1
-13.604923501234381,17.689438975296646,0,0,0,0,0
-19.843103520503153,7.860507840823615,0,1,0,0,0
6.799130087349582,-3.8712127906956795,1,1,1,1,1
-5.7368724668549476e-6,14.885431767526626,0,0,0,0,0
3.902263891217075,8.99908515672194,1,1,1,1,1
-11.888198872585743,10.597080793069978,0,0,0,0,0
9.944927905602768,-9.456198856944136,0,1,1,1,1
18.005842293434455,7.019385976976462,0,0,0,0,0
-3.8239242582636948,14.910796921745643,0,0,0,0,0
-7.045184183146631,1.1395641820429816,1,1,1,1,1
8.26119257806618,-0.24038036349147518,1,1,1,1,1
2.7888502022726023,12.143217679286515,0,0,0,0,0
-2.948376039063337,-16.816987844609578,1,1,1,1,1
-11.446045306251204,-1.3624773575299969,0,1,1,1,1
-15.31745364627698,13.462701076517689,0,0,0,0,0
-0.577275310327817,17.29598471168498,0,0,0,0,0
11.009765745725332,-19.395385402725132,0,1,1,0,0
1.8542140300845773,-6.4907332385990735,1,1,1,1,1
1.294590094993687,15.146395062530573,0,0,0,0,0
-11.9073599277952,-9.636658634434445,1,1,1,1,1
7.527736994993887,10.306059607206741,0,0,0,0,0
-12.56772694558741,-14.12828480697376,1,1,1,1,1
-6.4966628946898695,-16.09502272929604,1,1,1,1,1
9.785606315237459,18.092346724226793,0,0,0,0,0
-9.646354420688855,12.828294006114504,0,0,0,0,0
-8.71701479779591,12.485336160021859,0,0,0,0,0
3.802526095607405,-9.195036999704186,1,1,1,1,1
19.916601105620067,0.7190059140113725,0,0,0,0,0
8.35246121354949,7.382189835092241,1,1,1,1,1
13.891801896328097,17.629678795914273,0,0,0,0,0
15.551715037959497,-12.926497668045421,0,0,0,0,0
14.7361750657183,-17.245079207958902,0,0,0,0,0
-4.109429340327534,9.324441849576072,1,1,1,1,1
-8.817032739382068,-9.64341848261093,1,1,1,1,1
2.0662366352567005,-2.6818017815208925,1,1,1,1,1
8.183177520366517,-5.689454684530633,1,1,1,1,1
-6.296869947502257,-5.760659490075305,1,1,1,1,1
-14.158778441516343,-14.84748170799481,1,1,1,1,1
1.0043186814201377,18.687050241449903,0,0,0,0,0
-3.059818205257784,-5.25242481043148,1,1,1,1,1
16.298454711462995,-5.428767772202946,0,0,0,0,0
-12.376440440610207,-1.2492484335312284,0,1,1,1,1
-7.189560659402666,5.087904294267979,1,1,1,1,1
17.363933627590896,1.312546071842732,0,0,0,0,0
-10.485386025610076,-18.837755705171496,0,1,1,0,0
-10.436089716333292,-9.469358942452978,1,1,1,1,1
6.536993488939675,13.957238122323787,0,0,0,0,0
6.799847243265948,-15.720072484365417,1,1,1,1,1
3.77899024640168,12.339376590329358,0,0,0,0,0
-18.124304971932524,2.9913330119981154,0,1,0,0,0
-5.036000470339159,1.0185131250105854,1,1,1,1,1
15.68333016316221,-19.327750053710876,0,0,0,0,0
18.521513229517616,13.906929383818827,0,0,0,0,0
14.810886831892674,-13.867220419173476,0,0,0,0,0
12.84612505424927,12.011827304115613,0,0,0,0,0
9.315605051196943,11.370841004517018,0,0,0,0,0
-5.638760066805419,2.6204172967654635,1,1,1,1,1
-9.894387950116151,5.941539676208425,1,1,1,1,1
-5.498111488890199,-5.828115683841958,1,1,1,1,1
3.307958721518908,-8.365688833949608,1,1,1,1,1
8.715563964658884,-1.4635649732632245,1,1,1,1,1
3.969753631064382,-17.973812533554945,0,1,1,0,0
-3.9896764057179688,-17.423709994166718,0,1,1,0,0
17.03442039429654,13.62722429994016,0,0,0,0,0
7.62063728333132,6.316161139666576,1,1,1,1,1
0.6055625825101885,18.74345130656345,0,0,0,0,0
-8.72330098026131,9.002192934538279,1,1,1,1,1
-10.017350934149803,12.62693690538336,0,0,0,0,0
10.606224336020865,-2.6371391711073855,1,1,1,1,1
3.6206453278934028,-6.491668005677763,1,1,1,1,1
-5.45621190069129,0.07672557264210411,1,1,1,1,1
-3.570929024262984,-16.942421888603015,1,1,1,1,1
13.012378148533415,0.40915401485280256,1,1,1,1,1
-5.061027896568229,6.658094371767625,1,1,1,1,1
9.325013878039904,0.8526110491510579,1,1,1,1,1
13.307302139975718,-13.244832204059488,0,1,1,1,1
-18.024352458504396,-2.8546585644292897,0,1,0,0,0
3.7276462426676034,16.6815197586686,0,0,0,0,0
2.3065055668424215,2.0947677201279404,1,1,1,1,1
-5.037329402037734,-10.300182481877034,1,1,1,1,1
14.456170541523335,-0.6047771363082859,0,0,0,0,0
15.166867225748447,-19.763490437497726,0,0,0,0,0
-7.753744153848183,-2.9870382889743894,1,1,1,1,1
-16.54334651026048,-11.26129263263648,0,1,0,0,0
-7.465158170693304,11.368342750728992,0,0,0,0,0
-17.25694181615138,-18.385414592236128,0,1,0,0,0
12.920224683942749,-4.292324339456686,1,1,1,1,1
13.732235859433878,17.173911468923386,0,0,0,0,0
2.435192707905234,12.777290590306201,0,0,0,0,0
18.11340232560275,8.03985552132335,0,0,0,0,0
2.2181814122958414,13.538383394379295,0,0,0,0,0
-13.132659840523875,-1.3467096158746052,1,1,1,1,1
13.79679580223894,15.490759829172958,0,0,0,0,0
-2.8837920163556134,-9.122192484343374,1,1,1,1,1
-17.50561589211527,-15.091724702897164,0,1,0,0,0
7.9573730197060115,-15.28324810600234,1,1,1,1,1
2.0827636164283163,-0.3857007244239128,1,1,1,1,1
17.926833131355046,-12.029840842273117,0,0,0,0,0
3.9725574527954954,15.887623295870043,0,0,0,0,0
3.0706943630105528,-4.41152881519583,1,1,1,1,1
-12.119996189444597,-16.686443383698986,1,1,1,1,1
0.3326499513183734,-4.6982456931588565,1,1,1,1,1
-11.232849397423013,7.585599030133629,0,1,1,1,1
-19.024766660487536,2.044444632868764,0,1,0,0,0
4.275324626983714,-14.386706134594709,1,1,1,1,1
-5.917872608732493,14.736043602510549,0,0,0,0,0
-11.840121817690497,-2.0081664669997146,0,1,1,1,1
12.681889838262144,-0.4302555331007518,1,1,1,1,1
-0.20871075156292918,-10.035551314335915,1,1,1,1,1
-6.519071078493873,7.201335080243982,1,1,1,1,1
-8.666649414912214,10.113038901130437,0,0,0,0,0
-0.5931291395688802,10.116823258921205,0,0,0,0,0
2.5046804794203403,1.1341892921220946,1,1,1,1,1
-4.820441511141249,19.635323886774543,0,0,0,0,0
-19.08012817572198,15.023528674756449,0,0,0,0,0
1.0594870732252915,10.498069856043394,0,0,0,0,0
-4.06330680705096,-2.019178262809529,1,1,1,1,1
19.911367470028217,14.74430003511766,0,0,0,0,0
18.23717831914945,19.261268168564108,0,0,0,0,0
10.617397166005201,5.405296890197651,1,1,1,1,1
-12.070818656905406,-17.314280410853517,0,1,1,0,0
-19.551084264630816,19.38990641121209,0,0,0,0,0
11.262833822148131,17.920058133285586,0,0,0,0,0
9.957655468696139,18.279229865807288,0,0,0,0,0
-9.153981038271235,-9.58039013197197,1,1,1,1,1
12.615498771421365,-7.472299513743966,1,1,1,1,1
1.6609717434469573,-19.234914529211835,0,1,1,0,0
4.732083550827486,14.859441708281238,0,0,0,0,0
-4.1425662706170385,-3.488032880534824,1,1,1,1,1
19.580499119500068,-11.66554892539477,0,0,0,0,0
13.842017948442582,15.435949101374945,0,0,0,0,0
7.756599338710775,-0.8245819507159453,1,1,1,1,1
-7.441391183842505,6.82308793958218,1,1,1,1,1
18.496811709970217,-0.06060699191122154,0,0,0,0,0
-18.706566939358453,6.596636391311044,0,1,0,0,0
-7.9260206413651435,10.950057455159023,0,0,0,0,0
-0.7631531879250062,-16.160334563506566,1,1,1,1,1
15.099890159348824,3.385615843885681,0,0,0,0,0
-10.777045969099559,4.646395739499827,0,1,1,1,1
-2.370374675071826,19.0698893118713,0,0,0,0,0
-19.65106714708824,15.600508756321254,0,0,0,0,0
1.5281269257689516,5.857202595466138,1,1,1,1,1
9.533921052178034,-15.075889406751553,0,1,1,1,1
18.55292573963382,17.011601960383757,0,0,0,0,0
-0.17438807384155908,7.395194365368845,1,1,1,1,1
-6.00238035174057,-8.290454561677848,1,1,1,1,1
15.874829321030532,8.065513767571787,0,0,0,0,0
-12.910044294695048,17.73315686228596,0,0,0,0,0
18.829389701341306,-6.211833650729073,0,0,0,0,0
-11.915565778802817,-16.89308802124652,1,1,1,1,1
-3.9129805875316173,-0.7814350650597106,1,1,1,1,1
8.004685243943719,7.428518493050035,1,1,1,1,1
7.648780053173326,-19.251355733865566,0,1,1,0,0
13.762248225588742,-10.669902760764195,0,1,1,1,1
-15.011068741634492,14.467854790198459,0,0,0,0,0
2.6554724557317684,19.006305164167706,0,0,0,0,0
-1.9935655937382926,14.962660237300618,0,0,0,0,0
5.473030050463361,-14.39659172117775,1,1,1,1,1
-14.563763154674888,-16.04199700194102,1,1,1,1,1
-8.644870336461716,1.9330762164061568,1,1,1,1,1
-6.449861674568972,-0.5835212605438826,1,1,1,1,1
-5.997628982860235,-9.551374356074964,1,1,1,1,1
9.788823227059765,17.179448150628772,0,0,0,0,0
-12.292183619382966,-8.090780395251858,1,1,1,1,1
4.156573565314623,13.26157977568004,0,0,0,0,0
18.60617715382687,7.782184845519534,0,0,0,0,0
-10.80212990460863,7.584049853703792,0,1,1,1,1
15.858001947878996,-19.868286692602194,0,0,0,0,0
-6.144106231745873,-8.988854584200595,1,1,1,1,1
19.871529223746755,-19.558762530947863,0,0,0,0,0
17.879650479546527,0.12356661044518091,0,0,0,0,0
-8.136816288045745,-0.1828334546239283,1,1,1,1,1
-6.819133492149119,5.704668326381057,1,1,1,1,1
14.371865768421152,6.351900912812901,1,1,1,1,1
-2.7242334043834617,11.5746772632124,0,0,0,0,0
-4.308256689034904,-19.155803457511645,0,1,1,0,0
19.60976374119555,18.14116977322015,0,0,0,0,0
-11.019597543556806,11.924768995103356,0,0,0,0,0
-19.376713668994615,11.71068391173511,0,0,0,0,0
-8.522505082941269,-16.12288488514701,1,1,1,1,1
-18.24987205931876,3.8902671277350755,0,1,0,0,0
2.2285555110316793,-3.031353138339348,1,1,1,1,1
7.498294891665537,4.671396040359191,1,1,1,1,1
-12.231195926340517,-5.3085951461418155,1,1,1,1,1
0.21702752621290244,15.551471193388629,0,0,0,0,0
11.348584927590476,13.297428576471205,0,0,0,0,0
1.8190592473378864,-13.267819120886791,1,1,1,1,1
7.1522632010591245,-10.512151726438717,1,1,1,1,1
-12.036172115066396,-9.020265412713604,1,1,1,1,1
11.4015558748251,-19.819389185808653,0,1,1,0,0
8.995894038739117,1.7395229977752713,1,1,1,1,1
16.141761162482922,3.3198825042993434,0,0,0,0,0
6.892216323852331,-18.99480357154269,0,1,1,0,0
-4.075811894439649,-2.840574016196655,1,1,1,1,1
-1.308614537313435,4.750853818697568,1,1,1,1,1
8.872322355016166,10.53946272252481,0,0,0,0,0
-9.196518470454489,6.263168328638766,1,1,1,1,1
10.11226101994123,17.61912846752707,0,0,0,0,0
-2.6868250477318334,13.779038497607473,0,0,0,0,0
18.407647311661435,16.048447579125153,0,0,0,0,0
-4.27945412318766,0.8041642509138995,1,1,1,1,1
-11.147542476892687,2.645595734897661,0,1,1,1,1
5.722336157179665,-0.5000178674572879,1,1,1,1,1
4.8275101193426195,-12.688873335836103,1,1,1,1,1
-18.322664753586388,-7.613940900050498,0,1,0,0,0
11.389171997123118,-7.292355622212332,1,1,1,1,1
-13.004508882761723,-2.270217549783794,1,1,1,1,1
-10.818495861431563,-6.753017952104678,1,1,1,1,1
18.87223830230929,-13.31820133117481,0,0,0,0,0
19.18686685456067,-10.537190174910155,0,0,0,0,0
-1.0101441212590636,-5.598925122775945,1,1,1,1,1
0.5387772631077539,-5.628668356822416,1,1,1,1,1
-7.849105180719661,13.648331016460546,0,0,0,0,0
-11.220245265746804,15.954754518525426,0,0,0,0,0
-18.542926520625905,-15.74855202200978,0,1,0,0,0
18.6936128452777,-0.9271350500486939,0,0,0,0,0
-3.663619784475106,-15.70934037347413,1,1,1,1,1
-11.533729937612796,-15.451868462081624,1,1,1,1,1
-15.410849696769361,-17.428667177915017,0,1,0,0,0
-17.81735913883201,-12.464670942435827,0,1,0,0,0
-14.304925789149507,-2.8382165892096793,1,1,1,1,1
-8.86113779650023,9.389980311441004,1,1,1,1,1
-4.005647263494643,-10.732544825104583,1,1,1,1,1
15.435280120204013,3.09395318310953,0,0,0,0,0
-17.5967980022272,-14.23632967811792,0,1,0,0,0
10.875342947042398,17.545318605876872,0,0,0,0,0
10.33512746491082,9.540992085378406,1,1,1,1,1
8.02741111990752,-14.562327612604381,1,1,1,1,1
6.741828481844134,14.568439232394518,0,0,0,0,0
-18.555527966528444,-14.849183058978603,0,1,0,0,0
-17.397306036723275,-1.9223987380525287,0,1,0,0,0
-13.287487392836756,-7.4748368445341296,1,1,1,1,1
10.407470512534633,-10.231489360124888,0,1,1,1,1
6.112407445773478,5.013375775478387,1,1,1,1,1
3.7581122948643007,10.132776327602478,0,0,0,0,0
-4.3745962400846885,-15.088923317501726,1,1,1,1,1
6.589665976789298,9.559735098624756,1,1,1,1,1
-17.74657640825612,18.127742570542637,0,0,0,0,0
-4.474734896060916,1.0252960838795246,1,1,1,1,1
-0.610383423067681,13.659716612774282,0,0,0,0,0
-14.112066879644033,-8.128038914816589,1,1,1,1,1
7.235963728158762,-1.337537662057521,1,1,1,1,1
18.012973910118802,15.57530843688756,0,0,0,0,0
12.54562576024994,-6.6144559821184945,1,1,1,1,1
19.774614799223833,-2.9415372107583906,0,0,0,0,0
16.411687020917746,-9.74974782795309,0,0,0,0,0
-13.264106084819232,-11.409422825228281,1,1,1,1,1
-18.015671792270332,19.560525171846272,0,0,0,0,0
-16.862999694738264,-12.953345053040257,0,1,0,0,0
9.764992495209356,-18.022019166989608,0,1,1,0,0
1.1183799160032564,9.096060532132778,1,1,1,1,1
6.360781695189161,-16.522205827288058,1,1,1,1,1
-5.193656225028928,16.54117952732968,0,0,0,0,0
2.253882042974208,19.882957393014337,0,0,0,0,0
3.0311266156785237,0.4442842321705278,1,1,1,1,1
-19.169740648482815,-6.86764687803735,0,1,0,0,0
-15.882248195481775,-6.50839062109673,0,1,0,0,0
15.24282689979546,18.913709658978284,0,0,0,0,0
-1.1421457605577388,-12.967024518760306,1,1,1,1,1
-8.360383045973672,7.64647411200518,1,1,1,1,1
6.748391833331318,-1.8375807222070577,1,1,1,1,1
16.13388166399961,-4.6451855134662665,0,0,0,0,0
6.281762196509156,3.5600559367381592,1,1,1,1,1
14.780610377897332,14.76152616080752,0,0,0,0,0
19.38654225360768,-17.503098176882894,0,0,0,0,0
-2.677867890682471,16.993800243112638,0,0,0,0,0
4.033948620748632,-5.283028590192016,1,1,1,1,1
-1.00618184458623,-10.273831291216542,1,1,1,1,1
-10.598170381637267,-12.325315163320942,1,1,1,1,1
-2.209317912592855,7.780621233144146,1,1,1,1,1
-11.02926772509913,-15.522910320720715,1,1,1,1,1
8.695814098474894,7.460562416374042,1,1,1,1,1
14.00080967076746,11.66384639429073,0,0,0,0,0
4.062096216558203,-6.14934106129072,1,1,1,1,1
-0.394295194723302,-10.03458627906291,1,1,1,1,1
1.4119115942166118,-3.2348727676387945,1,1,1,1,1
11.885160550000101,-10.137320357977636,1,1,1,1,1
3.7889941796603246,7.252978237430266,1,1,1,1,1
0.3425119288459264,-11.278398086183694,1,1,1,1,1
17.187455948781377,-5.802222007489114,0,0,0,0,0
-3.309813089747813,-10.109951357020016,1,1,1,1,1
14.80805906960591,17.45313980122927,0,0,0,0,0
-5.236806453325752,19.364547276293067,0,0,0,0,0
5.47292819203507,9.590357635307875,1,1,1,1,1
-9.50575226011825,-7.013500363377393,1,1,1,1,1
-19.73297793428558,-9.294830034639787,0,1,0,0,0
4.010284211048052,-7.245952245033745,1,1,1,1,1
8.341410974571978,-11.786508966503488,1,1,1,1,1
-4.566599758437203,18.26298169474719,0,0,0,0,0
5.519968502372372,-10.139087602992308,1,1,1,1,1
8.123056811413988,-11.928561015455887,1,1,1,1,1
-12.360272416952917,-14.023204025308118,1,1,1,1,1
19.705005238324937,-1.6072551014458014,0,0,0,0,0
-0.6731828012880214,-10.869976831391849,1,1,1,1,1
3.9235063344695504,6.915302957640563,1,1,1,1,1
14.829474777016202,-14.234874655246346,0,0,0,0,0
5.678574258027595,-15.962265513173115,1,1,1,1,1
0.12540564578191749,5.401628456581278,1,1,1,1,1
-18.32836171849543,-19.801760766331977,0,1,0,0,0
7.055384845705209,14.723924970711138,0,0,0,0,0
-0.5758226181016077,-9.548648603891161,1,1,1,1,1
-9.362229231367273,16.93179779689381,0,0,0,0,0
-10.58034248883808,-16.28030069289607,1,1,1,1,1
-8.006596547890478,4.724198025399538,1,1,1,1,1
4.268876785479346,-15.875961772323489,1,1,1,1,1
7.774680701324293,-14.758781349293702,1,1,1,1,1
4.357780285996959,-18.873911395660237,0,1,1,0,0
-6.133282346909819,-13.45672049304579,1,1,1,1,1
11.674626515679158,-6.207253545285866,1,1,1,1,1
-14.200989374231945,-1.9808250664525815,1,1,1,1,1
3.742440834163382,-2.335374495489795,1,1,1,1,1
18.490566666655354,1.7281914412441033,0,0,0,0,0
0.8301350394837286,6.430982821378258,1,1,1,1,1
-19.98539427009561,11.485347849034682,0,0,0,0,0
2.1321669690490666,8.515868367837733,1,1,1,1,1
-16.460269647340844,14.150995296130567,0,0,0,0,0
-5.742190323585682,3.659355941077287,1,1,1,1,1
-16.448452372683064,-13.688966624800084,0,1,0,0,0
13.034074435480164,-2.460785371011113,1,1,1,1,1
-17.010509045780754,-6.63634973651253,0,1,0,0,0
-4.809437754599246,4.226887189406241,1,1,1,1,1
-18.218290146399564,5.104712411295029,0,1,0,0,0
-2.4389143154462865,13.831696661281988,0,0,0,0,0
18.56253994559792,0.12122146919851673,0,0,0,0,0
-9.95181769397945,17.24135162828027,0,0,0,0,0
13.372343094927366,14.245126897357984,0,0,0,0,0
13.129336649413844,5.238223416442441,1,1,1,1,1
-12.803785003752779,6.171396860279913,0,1,1,1,1
8.484786431628336,16.315667573942825,0,0,0,0,0
-10.634988625748791,16.063626577139495,0,0,0,0,0
-19.140529100107138,-1.2601296737623784,0,1,0,0,0
-0.5476649546005561,-3.781907823809018,1,1,1,1,1
4.227239645705488,2.2557966619509564,1,1,1,1,1
9.463127785691231,0.5132532990826242,1,1,1,1,1
11.901817481685796,-12.826089343378824,0,1,1,1,1
12.02221948710681,16.174334191182282,0,0,0,0,0
-14.234377595490972,9.970983965559505,0,1,1,1,1
-17.172083579070282,12.3967037770974,0,0,0,0,0
6.292430550723314,15.674307095985988,0,0,0,0,0
17.133273724731964,-9.340599705366962,0,0,0,0,0
-0.6345897688113133,1.9741969686126062,1,1,1,1,1
14.444919480021596,-11.68960526643322,0,0,0,0,0
-4.233468854338206,-15.887490031746548,1,1,1,1,1
-19.93592535535027,1.4986325999568528,0,1,0,0,0
1.6251246771522148,-1.1541563631752716,1,1,1,1,1
17.875909337246043,5.485411880115215,0,0,0,0,0
-11.843074586333767,12.562891819178418,0,0,0,0,0
-8.07727424333795,-3.1028969696495423,1,1,1,1,1
-13.302623178942795,-6.775309916843026,1,1,1,1,1
-14.3426031271101,6.329098941599064,0,1,1,1,1
-0.41259996266169807,-12.793090643083481,1,1,1,1,1
-14.389525751009987,-6.408476331617683,1,1,1,1,1
-14.713853560992355,-13.095907262438882,1,1,1,1,1
6.633673422300653,2.0640262239896785,1,1,1,1,1
-14.65158853918949,19.06512020808983,0,0,0,0,0
-9.981766540732009,-4.482847938824008,1,1,1,1,1
-3.5636529088852456,0.056033110872451886,1,1,1,1,1
8.897828120630532,3.037754056052975,1,1,1,1,1
3.918752676417707,6.438499093976972,1,1,1,1,1
-4.3445615087338965,-15.623013681847402,1,1,1,1,1
3.277080721324772,17.833832209241493,0,0,0,0,0
